country,location_name,latitude,longitude,temperature_celsius,condition_text,wind_kph,pressure_mb,precip_mm,humidity,cloud,feels_like_celsius,visibility_km,uv_index,gust_kph,air_quality_us-epa-index,sunrise,sunset,Year,Month
Lebanon,Beirut,0.5605384836396924,0.20151054898441675,0.3719512195121908,Light rain,0.06552494415487714,0.415094339622641,0.009705248023005033,0.7628865979381445,0.75,0.357421875,0.25,0.14375,0.08411892675852069,0.0,06:14 AM,04:32 PM,2024,11
Thailand,Nan,0.3084921923547217,0.5851044261600474,0.6341463414634099,Partly cloudy,0.0,0.35849056603773555,0.0003594536304816679,0.47422680412371143,0.25,0.6640625,0.3125,0.2125,0.0018129079042784602,0.19999999999999996,06:26 AM,05:39 PM,2024,11
Liechtenstein,Vaduz,0.7820624611622267,0.04875728197560814,0.05284552845528978,Patchy rain nearby,0.011913626209977664,0.34905660377358494,0.003953989935298347,0.8144329896907219,0.71,0.013671875,0.3125,0.0125,0.03081943437273387,0.0,07:32 AM,04:42 PM,2024,11
Luxembourg,Luxembourg,0.8234626923513808,0.02885463551776441,0.18699186991869965,Moderate rain at times,0.1325390915860015,0.2358490566037723,0.025521207764198424,0.927835051546392,0.75,0.09765625,0.15625,0.0,0.20703408266860046,0.0,07:54 AM,04:47 PM,2024,11
Malaysia,Kuala Lumpur,0.047625968021060935,0.5904916042413376,0.5162601626016219,Moderate or heavy rain with thunder,0.0,0.31132075471698073,0.03235082674335012,1.0,0.5,0.53515625,0.03125,0.23125,0.0003625815808556924,0.39999999999999997,07:00 AM,06:58 PM,2024,11
Maldives,Dhidhdhoo,0.10970961038613936,0.4224177598812434,0.5,Light drizzle,0.01340282948622487,0.33962264150943255,0.020848310567936738,0.8453608247422683,0.84,0.525390625,0.0625,0.125,0.022480058013052945,0.0,05:59 AM,05:47 PM,2024,11
Malta,Valletta,0.594411703783885,0.07812906778371129,0.44715447154471377,Partly cloudy,0.07520476545048399,0.4245283018867916,0.0,0.6804123711340208,0.25,0.48046875,0.3125,0.05,0.09245830311820162,0.0,06:42 AM,04:52 PM,2024,11
Marshall Islands,Majuro,0.11332945790820588,1.0,0.5528455284552827,Overcast,0.05621742367833209,0.33018867924528195,0.0003594536304816679,0.8350515463917528,1.0,0.587890625,0.75,0.0,0.0783176214648296,0.0,06:26 AM,06:13 PM,2024,11
Micronesia,Palikir,0.1102675379691436,0.922231762077957,0.5711382113821095,Partly cloudy,0.07632166790766941,0.32075471698113134,0.004313443565780015,0.8865979381443301,0.75,0.62890625,0.75,0.0,0.10406091370558376,0.0,06:19 AM,06:06 PM,2024,11
Iran,Chi Chi Khvar,0.6004720668711289,0.26662623491669474,0.23577235772357596,Sunny,0.05100521221146686,0.38679245283018737,0.0,0.37113402061855677,0.18,0.1875,0.3125,0.1875,0.06635242929659174,0.19999999999999996,07:05 AM,05:13 PM,2024,11
Monaco,Monaco,0.7252674377426317,0.03641619550161521,0.24796747967479504,Sunny,0.005212211466865225,0.33962264150943255,0.0,0.6082474226804124,0.0,0.23828125,0.3125,0.01875,0.010877447425670777,0.0,07:30 AM,05:01 PM,2024,11
Montenegro,Podgorica,0.703681987959455,0.1060369656676851,0.20934959349593996,Partly cloudy,0.0,0.40566037735849036,0.0,0.8144329896907219,0.5,0.20703125,0.3125,0.0375,0.026105873821609872,0.19999999999999996,06:39 AM,04:17 PM,2024,11
Myanmar,Yangon,0.2750833550490776,0.5579740167239352,0.6768292682926784,Partly cloudy,0.016008935219657485,0.33962264150943255,0.0,0.577319587628866,0.5,0.751953125,0.21875,0.13125,0.025018129079042793,0.39999999999999997,06:11 AM,05:30 PM,2024,11
Turkey,Yaren,0.6553878431922812,0.15512569396573764,0.29268292682926855,Sunny,0.004095309009679821,0.415094339622641,0.0,0.6391752577319588,0.12,0.2890625,0.3125,0.075,0.006526468455402468,0.6,07:59 AM,05:51 PM,2024,11
Nepal,Kathmandu,0.45771944594784214,0.49421173660830503,0.36991869918699294,Patchy rain nearby,0.006701414743112435,0.37735849056603676,0.0007189072609633358,0.5670103092783506,0.75,0.35546875,0.3125,0.0875,0.010152284263959392,0.6,06:28 AM,05:10 PM,2024,11
Niger,Niamey,0.2205167010777691,0.005269643924394978,0.5081300813008092,Overcast,0.09233060312732688,0.38679245283018737,0.0,0.2164948453608248,0.0,0.46484375,0.15,0.08125,0.11493836113125454,0.39999999999999997,06:53 AM,06:21 PM,2024,11
Nigeria,Abuja,0.14800449014773387,0.03502988012103667,0.5589430894308904,Sunny,0.01340282948622487,0.36792452830188616,0.0,0.23711340206185572,0.1,0.51171875,0.3125,0.13125,0.01704133430021755,0.6,06:26 AM,06:07 PM,2024,11
North Korea,Pyongyang,0.6465244786550939,0.7318540484346507,0.08130081300813075,Overcast,0.001489203276247207,0.5283018867924518,0.0,0.3402061855670104,1.0,0.068359375,0.3125,0.0,0.008701957940536622,0.39999999999999997,07:25 AM,05:20 PM,2024,11
Macedonia,Skopje,0.6963136688916952,0.11878765867845768,0.10772357723578097,Sunny,0.0,0.4245283018867916,0.0,0.7422680412371135,0.0,0.09765625,0.3125,0.04375,0.026105873821609872,0.6,06:29 AM,04:10 PM,2024,11
Oman,Muscat,0.38917453444785216,0.33716612218968484,0.6117886178861802,Sunny,0.03611317944899479,0.396226415094338,0.0,0.3608247422680413,0.0,0.6171875,0.3125,0.3375,0.042422044960116034,0.19999999999999996,06:23 AM,05:19 PM,2024,11
Pakistan,Islamabad,0.5576669940732724,0.4228097362944889,0.4817073170731696,Sunny,0.021593447505584513,0.396226415094338,0.0,0.1443298969072165,0.0,0.44921875,0.3125,0.2125,0.026105873821609872,0.39999999999999997,06:43 AM,05:02 PM,2024,11
Palau,Airai,0.11763084571130755,0.7835872952628445,0.5914634146341378,Partly cloudy,0.07781087118391661,0.32075471698113134,0.0,0.7835051546391755,0.75,0.6484375,0.71875,0.1125,0.10587382160986222,0.0,05:54 AM,05:41 PM,2024,11
Philippines,Manila,0.23868275636271308,0.7038074602455406,0.5914634146341378,Sunny,0.04690990320178704,0.33018867924528195,0.0,0.6804123711340208,0.05,0.640625,0.3125,0.0125,0.07432922407541699,0.19999999999999996,05:59 AM,05:24 PM,2024,11
Qatar,Doha,0.41712770862148457,0.29567656480568955,0.617886178861788,Partly cloudy,0.029411764705882353,0.396226415094338,0.0,0.47422680412371143,0.25,0.587890625,0.3125,0.31875,0.038433647570703416,0.39999999999999997,05:54 AM,04:44 PM,2024,11
San Marino,San Marino,0.7286083214731962,0.06599542909663834,0.25,Partly cloudy,0.011913626209977664,0.34905660377358494,0.0,0.6597938144329898,0.5,0.232421875,0.3125,0.00625,0.021754894851341557,0.6,07:11 AM,04:40 PM,2024,11
Belgium,'S Gravenjansdijk,0.8508295414302992,0.014182259041755773,0.20325203252032154,Moderate rain,0.11801935964259119,0.16037735849056567,0.0017972681524083397,0.8659793814432992,0.75,0.12109375,0.3125,0.0,0.1758520667150109,0.0,08:10 AM,04:51 PM,2024,11
Saudi Arabia,Riyadh,0.4063383246136268,0.26770049711071653,0.6138211382113781,Sunny,0.03201787043931497,0.415094339622641,0.0,0.16494845360824745,0.0,0.546875,0.3125,0.34375,0.03807106598984772,1.0,06:12 AM,05:05 PM,2024,11
Serbia,Belgrade,0.7431528587942083,0.11309783014316248,0.1239837398373993,Mist,0.018615040953090092,0.37735849056603676,0.0,0.8041237113402064,0.0,0.083984375,0.125,0.03125,0.040971718636693265,0.7999999999999998,06:41 AM,04:06 PM,2024,11
Singapore,Singapore,0.01632856923313355,0.6031606110130681,0.5345528455284594,Light rain,0.06031273268801192,0.32075471698113134,0.07260963335729692,0.9381443298969074,0.25,0.568359375,0.21875,0.14375,0.11457577955039887,0.0,06:48 AM,06:52 PM,2024,11
Slovenia,Ljubljana,0.7640550978544846,0.07812730477135786,0.14837398373983746,Partly cloudy,0.0,0.34905660377358494,0.0014378145219266715,0.8041237113402064,0.75,0.142578125,0.3125,0.0,0.026105873821609872,0.6,07:09 AM,04:26 PM,2024,11
Somalia,Mogadishu,0.02925110750295668,0.2594372582102016,0.6158536585365901,Partly cloudy,0.07520476545048399,0.34905660377358494,0.0003594536304816679,0.6907216494845362,0.25,0.69140625,0.3125,0.69375,0.09064539521392316,0.0,05:44 AM,05:45 PM,2024,11
South Korea,Seoul,0.6222529583525435,0.7391705497013752,0.16869918699186925,Clear,0.001489203276247207,0.5094339622641506,0.0,0.47422680412371143,0.0,0.16015625,0.3125,0.0,0.005438723712835386,0.39999999999999997,07:16 AM,05:19 PM,2024,11
Sudan,Juba,0.19768677210495722,0.13651592323374076,0.5223577235772403,Sunny,0.1154132539091586,0.38679245283018737,0.0,0.1443298969072165,0.04,0.474609375,0.3125,0.4625,0.13089195068890502,0.39999999999999997,06:21 AM,05:54 PM,2024,11
Sri Lanka,Colombo,0.1105214451326665,0.46207260907610515,0.6138211382113781,Partly cloudy,0.05100521221146686,0.32075471698113134,0.017613227893601726,0.7835051546391755,0.75,0.7265625,0.3125,0.375,0.06961566352429298,0.19999999999999996,06:02 AM,05:50 PM,2024,11
Sudan,Khartoum,0.2551182338752247,0.18402440479233773,0.5691056910569117,Sunny,0.08041697691734923,0.37735849056603676,0.0,0.18556701030927839,0.0,0.51171875,0.3125,0.49375,0.09209572153734592,0.6,05:54 AM,05:16 PM,2024,11
Switzerland,Bern,0.7784442840820254,0.03671003089385314,0.1280487804878092,Light rain,0.04430379746835443,0.34905660377358494,0.05032350826743351,0.927835051546392,0.75,0.064453125,0.28125,0.0,0.05982596084118928,0.19999999999999996,07:40 AM,04:51 PM,2024,11
Syria,Damascus,0.5543261103427078,0.2061549111941294,0.35772357723578097,Patchy rain nearby,0.034996276991809384,0.396226415094338,0.0003594536304816679,0.4329896907216496,0.88,0.34375,0.3125,0.19375,0.040971718636693265,0.0,07:10 AM,05:30 PM,2024,11
Tajikistan,Dushanbe,0.6388504687259875,0.39699453407403357,0.3943089430894311,Partly cloudy,0.03760238272524199,0.4433962264150928,0.005391804457225018,0.41237113402061865,0.75,0.37890625,0.3125,0.1,0.043872371283538804,0.19999999999999996,07:12 AM,05:09 PM,2024,11
Thailand,Bangkok,0.2244138419494725,0.5835376958486349,0.6524390243902403,Partly cloudy,0.02680565897244974,0.33018867924528195,0.0,0.5051546391752578,0.5,0.677734375,0.3125,0.10625,0.03335750543872372,0.19999999999999996,06:19 AM,05:47 PM,2024,11
Vietnam,Ban Lom,0.3477475761888535,0.6081217277756132,0.5,Patchy rain nearby,0.01340282948622487,0.38679245283018737,0.02228612508986341,0.8041237113402064,0.8300000000000001,0.521484375,0.28125,0.05,0.021029731689630175,0.39999999999999997,06:14 AM,05:19 PM,2024,11
Tunisia,Tunis,0.6094974642692484,0.05265353927668305,0.3719512195121908,Partly cloudy,0.011913626209977664,0.4245283018867916,0.0,0.8247422680412373,0.25,0.357421875,0.3125,0.08125,0.01704133430021755,0.19999999999999996,07:02 AM,05:07 PM,2024,11
Turkey,Ankara,0.6616887499081258,0.18596489372267702,0.18699186991869965,Partly cloudy,0.0,0.415094339622641,0.0010783608914450037,0.8041237113402064,0.5,0.18359375,0.25,0.1125,0.026105873821609872,0.39999999999999997,07:39 AM,05:30 PM,2024,11
Turkmenistan,Ashgabat,0.628660773347766,0.3359320135422855,0.28658536585365724,Partly cloudy,0.020104244229337306,0.396226415094338,0.0,0.618556701030928,0.25,0.267578125,0.3125,0.1375,0.024655547498187096,0.39999999999999997,07:52 AM,05:52 PM,2024,11
Uganda,Kampala,0.0,0.18420893341866315,0.5365853658536572,Partly cloudy,0.011913626209977664,0.415094339622641,0.0,0.597938144329897,0.25,0.5234375,0.3125,0.55,0.017403915881073248,0.39999999999999997,06:32 AM,06:38 PM,2024,11
Ukraine,Kyiv,0.8371870427165394,0.17216814671553737,0.10365853658537105,Sunny,0.05621742367833209,0.38679245283018737,0.0,0.4948453608247424,0.02,0.02734375,0.3125,0.04375,0.07650471356055114,0.0,07:19 AM,04:07 PM,2024,11
United Arab Emirates,Abu Dhabi,0.4034300853261705,0.31232762881302845,0.5914634146341378,Sunny,0.0,0.396226415094338,0.0,0.5360824742268042,0.0,0.595703125,0.3125,0.34375,0.005076142131979695,0.39999999999999997,06:41 AM,05:35 PM,2024,11
Uzbekistan,Tashkent,0.684899539626222,0.3997924346789231,0.4126016260162615,Partly cloudy,0.0,0.396226415094338,0.0017972681524083397,0.2989690721649485,0.37,0.396484375,0.3125,0.03125,0.0010877447425670771,0.19999999999999996,07:16 AM,05:00 PM,2024,11
Vietnam,Hanoi,0.3460771343235713,0.6148799417970855,0.6097560975609788,Sunny,0.011913626209977664,0.38679245283018737,0.0,0.47422680412371143,0.0,0.59375,0.3125,0.11875,0.015591007976794783,0.39999999999999997,06:09 AM,05:15 PM,2024,11
Yemen,Sanaa,0.251219422561656,0.2526202771102817,0.4065040650406502,Sunny,0.0,0.396226415094338,0.0,0.20618556701030932,0.0,0.390625,0.3125,0.625,0.026105873821609872,0.19999999999999996,06:07 AM,05:30 PM,2024,11
Afghanistan,Kabul,0.571309492787032,0.3994004582656777,0.3109756097561025,Sunny,0.005212211466865225,0.396226415094338,0.0,0.20618556701030932,0.13,0.298828125,0.3125,0.16875,0.007976794778825234,0.19999999999999996,06:31 AM,04:46 PM,2024,11
Albania,Tirana,0.6850799473476724,0.10930030153387951,0.367886178861788,Partly cloudy,0.034996276991809384,0.32075471698113134,0.0025161754133716757,0.6288659793814434,0.75,0.353515625,0.3125,0.05,0.040971718636693265,0.0,06:35 AM,04:17 PM,2024,11
Algeria,Algiers,0.6088342988487315,0.010757901380614976,0.41463414634145934,Partly cloudy,0.057706626954579315,0.415094339622641,0.0003594536304816679,0.6288659793814434,0.25,0.3984375,0.3125,0.01875,0.09427121102248008,0.19999999999999996,07:32 AM,05:36 PM,2024,11
Andorra,Andorra La Vella,0.7046658782181063,0.0017436192175398577,0.09552845528455478,Patchy light drizzle,0.014892032762472075,0.35849056603773555,0.012940330697340045,0.9484536082474229,0.7000000000000001,0.056640625,0.15625,0.0,0.01849166062364032,0.0,07:52 AM,05:28 PM,2024,11
Armenia,Yerevan,0.6659300018040772,0.2544238387478381,0.2459349593495901,Partly cloudy,0.004095309009679821,0.4339622641509422,0.0,0.7010309278350516,0.25,0.23828125,0.1875,0.125,0.006526468455402468,0.19999999999999996,07:54 AM,05:42 PM,2024,11
Austria,Vienna,0.7998810645391919,0.0890127307122041,0.10365853658537105,Partly cloudy,0.06850335070737155,0.2075471698113205,0.004672897196261683,0.7422680412371135,0.75,0.01953125,0.3125,0.0,0.08556925308194345,0.0,07:10 AM,04:10 PM,2024,11
Azerbaijan,Baku,0.6695080882795117,0.2859735324832087,0.26422764227642404,Partly cloudy,0.07892777364110201,0.4528301886792452,0.0,0.7628865979381445,0.75,0.2109375,0.3125,0.10625,0.10406091370558376,0.0,07:33 AM,05:20 PM,2024,11
Bahrain,Manama,0.43298688369047383,0.29009251701160005,0.5691056910569117,Sunny,0.03350707371556218,0.396226415094338,0.0,0.5670103092783506,0.0,0.5703125,0.3125,0.3,0.05366207396664251,0.19999999999999996,06:00 AM,04:46 PM,2024,11
Bangladesh,Dhaka,0.391008679615932,0.5241353452830312,0.5934959349593498,Sunny,0.008190618019359639,0.34905660377358494,0.0,0.2783505154639176,0.0,0.55078125,0.3125,0.2375,0.010877447425670777,0.7999999999999998,06:16 AM,05:12 PM,2024,11
Belarus,Minsk,0.8950962508602776,0.1548318585734997,0.14837398373983746,Sunny,0.10312732688011915,0.13207547169811207,0.0,0.8041237113402064,0.0,0.05859375,0.3125,0.0125,0.15228426395939088,0.0,08:47 AM,05:03 PM,2024,11
Benin,Porto-Novo,0.10302784292501052,0.008207997846774244,0.5731707317073216,Partly cloudy,0.016008935219657485,0.36792452830188616,0.0,0.8350515463917528,0.25,0.61328125,0.21875,0.1,0.022842639593908635,0.39999999999999997,06:41 AM,06:29 PM,2024,11
Bhutan,Thimphu,0.45382063463427347,0.5193834393197593,0.19308943089431452,Patchy rain nearby,0.025316455696202528,0.37735849056603676,0.0017972681524083397,0.48453608247422686,0.8,0.15625,0.3125,0.20625,0.03045685279187818,0.0,06:26 AM,05:08 PM,2024,11
Bosnia and Herzegovina,Sarajevo,0.7272168433994161,0.10086369975194415,0.2276422764227597,Patchy rain nearby,0.07892777364110201,0.24528301886792292,0.0007189072609633358,0.7422680412371135,0.71,0.166015625,0.3125,0.01875,0.09064539521392316,0.0,06:48 AM,04:16 PM,2024,11
Brunei Darussalam,Bandar Seri Begawan,0.07630077308049527,0.6682598421633807,0.6361788617886184,Partly cloudy,0.03760238272524199,0.3018867924528301,0.0021567217828900075,0.6494845360824744,0.75,0.73046875,0.3125,0.175,0.05148658448150835,0.0,06:09 AM,06:02 PM,2024,11
Bulgaria,Sofia,0.7077277981571686,0.12985585023327592,0.1829268292682933,Partly cloudy,0.004095309009679821,0.3018867924528301,0.0,0.7010309278350516,0.25,0.169921875,0.3125,0.05625,0.006526468455402468,0.19999999999999996,07:25 AM,05:00 PM,2024,11
Cambodia,Phnom Penh,0.187664120913264,0.6093952103655724,0.6544715447154452,Partly cloudy,0.06701414743112435,0.31132075471698073,0.0,0.6597938144329898,0.5,0.712890625,0.3125,0.225,0.08266860043509791,0.0,05:59 AM,05:33 PM,2024,11
Cameroon,Ngaoundere,0.11694930543027242,0.07265550209710318,0.5081300813008092,Sunny,0.03090096798212956,0.4339622641509422,0.0,0.37113402061855677,0.0,0.4765625,0.3125,0.225,0.03662073966642495,0.39999999999999997,05:58 AM,05:45 PM,2024,11
Central African Republic,Bangui,0.06767127040444738,0.10203904132089588,0.5955284552845477,Sunny,0.0026061057334326107,0.35849056603773555,0.0,0.597938144329897,0.12,0.625,0.3125,0.275,0.005076142131979695,0.19999999999999996,05:34 AM,05:29 PM,2024,11
Chad,N'djamena,0.19707037905666808,0.08127016812673474,0.514227642276424,Sunny,0.08190618019359644,0.38679245283018737,0.0,0.2577319587628866,0.0,0.46875,0.1875,0.19375,0.09354604786076869,0.6,06:00 AM,05:32 PM,2024,11
China,Beijing,0.6617171474198356,0.6768104520775045,0.29065040650406715,Sunny,0.006701414743112435,0.4528301886792452,0.0,0.2164948453608248,0.0,0.283203125,0.3125,0.0125,0.015228426395939089,0.7999999999999998,07:05 AM,04:55 PM,2024,11
Bulgaria,Bogot,0.718308376931866,0.1379851001949304,0.23373983739837811,Sunny,0.008190618019359639,0.3018867924528301,0.0,0.463917525773196,0.24,0.21875,0.3125,0.05,0.01849166062364032,0.19999999999999996,07:21 AM,04:52 PM,2024,11
Croatia,Zagreb,0.759790459772419,0.08685774194553114,0.3109756097561025,Light rain,0.04430379746835443,0.17924528301886689,0.01401869158878505,0.7113402061855671,0.75,0.298828125,0.3125,0.00625,0.07251631617113853,0.0,07:03 AM,04:20 PM,2024,11
Cyprus,Nicosia,0.5821673649113663,0.1889167640730992,0.41463414634145934,Partly cloudy,0.006701414743112435,0.40566037735849036,0.0,0.5876288659793816,0.25,0.3984375,0.3125,0.13125,0.009789702683103698,0.0,06:26 AM,04:38 PM,2024,11
Djibouti,Djibouti,0.188415819752641,0.24639919418582032,0.5914634146341378,Sunny,0.04690990320178704,0.37735849056603676,0.0,0.5567010309278352,0.03,0.609375,0.3125,0.5125,0.0543872371283539,0.39999999999999997,06:06 AM,05:40 PM,2024,11
Egypt,Cairo,0.4966958659904719,0.1764775365780988,0.47154471544715904,Sunny,0.02680565897244974,0.4245283018867916,0.0,0.42268041237113413,0.0,0.478515625,0.3125,0.1625,0.03190717911530095,0.19999999999999996,06:24 AM,04:57 PM,2024,11
Equatorial Guinea,Malabo,0.05736965542125204,0.044447304442262234,0.5467479674796785,Patchy rain nearby,0.0,0.37735849056603676,0.006110711718188356,0.7628865979381445,0.78,0.58203125,0.28125,0.15625,0.0003625815808556924,0.19999999999999996,06:12 AM,06:09 PM,2024,11
Eritrea,Asmara,0.2508619480024856,0.22163004596173208,0.42479674796748057,Patchy rain nearby,0.020104244229337306,0.40566037735849036,0.0003594536304816679,0.7113402061855671,0.8,0.408203125,0.3125,0.36875,0.024655547498187096,0.19999999999999996,06:29 AM,05:51 PM,2024,11
Ethiopia,Addis Ababa,0.14562411048970675,0.2202590100215499,0.36991869918699294,Patchy rain nearby,0.014892032762472075,0.396226415094338,0.007548526240115026,0.5670103092783506,0.73,0.35546875,0.28125,0.50625,0.019216823785351708,0.39999999999999997,06:20 AM,06:01 PM,2024,11
Gabon,Libreville,0.0011308891427960523,0.048365305562362744,0.5508130081300813,Partly cloudy,0.0,0.36792452830188616,0.0003594536304816679,0.8865979381443301,0.75,0.599609375,0.25,0.19375,0.0010877447425670771,0.19999999999999996,06:05 AM,06:11 PM,2024,11
Georgia,Tbilisi,0.6917199537621692,0.25605286216240514,0.24390243902439224,Partly cloudy,0.018615040953090092,0.4528301886792452,0.0,0.6597938144329898,0.75,0.21875,0.3125,0.05,0.022842639593908635,0.0,07:56 AM,05:37 PM,2024,11
Greece,Athens,0.6291535536980243,0.13220359501725695,0.4065040650406502,Partly cloudy,0.021593447505584513,0.35849056603773555,0.0,0.5876288659793816,0.25,0.390625,0.3125,0.075,0.026105873821609872,0.19999999999999996,07:12 AM,05:10 PM,2024,11
Vatican City,Vatican City,0.6947100447010244,0.06601305922017262,0.3861788617886184,Partly cloudy,0.07222635889798958,0.28301886792452713,0.006829618979151691,0.7216494845360826,0.75,0.37109375,0.25,0.025,0.09898477157360408,0.0,07:06 AM,04:45 PM,2024,11
Hungary,Budapest,0.7881879714822165,0.10497739524327514,0.1890243902439046,Moderate rain,0.048399106478034255,0.17924528301886689,0.13048166786484544,0.927835051546392,0.5,0.134765625,0.21875,0.0,0.06562726613488036,0.0,06:56 AM,04:02 PM,2024,11
India,New Delhi,0.4724744589438799,0.44651226204475347,0.5121951219512191,Mist,0.001489203276247207,0.38679245283018737,0.0,0.3195876288659794,0.0,0.466796875,0.046875,0.15625,0.0036258158085569255,0.7999999999999998,06:48 AM,05:26 PM,2024,11
Iran,Tehran,0.591511816705755,0.2944841807839881,0.351626016260159,Partly cloudy,0.02680565897244974,0.4433962264150928,0.0,0.37113402061855677,0.5,0.337890625,0.21875,0.2,0.03190717911530095,0.6,06:46 AM,04:55 PM,2024,11
Iraq,Baghdad,0.5516300171721424,0.2537203968188205,0.514227642276424,Partly cloudy,0.018615040953090092,0.4245283018867916,0.0,0.37113402061855677,0.25,0.49609375,0.3125,0.1875,0.024655547498187096,0.19999999999999996,06:38 AM,04:57 PM,2024,11
Israel,Jerusalem,0.525594510259854,0.19986683380023776,0.3170731707317067,Sunny,0.008190618019359639,0.4339622641509422,0.0,0.5567010309278352,0.09,0.3046875,0.3125,0.16875,0.017403915881073248,0.0,06:12 AM,04:37 PM,2024,11
Italy,Rome,0.694643227026413,0.0661911234678688,0.3861788617886184,Partly cloudy,0.07222635889798958,0.28301886792452713,0.006829618979151691,0.7216494845360826,0.75,0.37109375,0.25,0.025,0.09898477157360408,0.0,07:06 AM,04:45 PM,2024,11
Japan,Tokyo,0.5909004349830618,0.8137577256670504,0.17886178861789048,Light drizzle,0.05361131794489948,0.4528301886792452,0.016534867002156724,0.7835051546391755,1.0,0.119140625,0.0625,0.0,0.07142857142857144,0.39999999999999997,06:22 AM,04:31 PM,2024,11
Jordan,Amman,0.5284342614308337,0.2039999224274565,0.3292682926829187,Partly cloudy,0.021593447505584513,0.4528301886792452,0.0,0.6701030927835052,0.75,0.31640625,0.1875,0.175,0.026105873821609872,0.19999999999999996,07:10 AM,05:34 PM,2024,11
Kazakhstan,Astana,0.8496786069851198,0.4125907290232383,0.06504065040650886,Partly cloudy,0.02680565897244974,0.37735849056603676,0.0,0.6907216494845362,0.5,0.005859375,0.3125,0.05,0.0543872371283539,0.39999999999999997,07:40 AM,04:19 PM,2024,11
Kuwait,Kuwait City,0.4852817367249986,0.2746773246640139,0.5243902439024382,Sunny,0.05621742367833209,0.396226415094338,0.0,0.5051546391752578,0.0,0.51171875,0.3125,0.2375,0.08266860043509791,0.7999999999999998,06:16 AM,04:51 PM,2024,11
Kyrghyzstan,Bishkek,0.7108982968174742,0.4312345846607347,0.17886178861789048,Patchy rain nearby,0.029411764705882353,0.4528301886792452,0.0007189072609633358,0.5876288659793816,0.96,0.13671875,0.3125,0.0625,0.03480783176214649,0.19999999999999996,08:00 AM,05:34 PM,2024,11
Latvia,Riga,0.9460447277513849,0.13445907548807529,0.13008130081300706,Overcast,0.116530156366344,0.0,0.0032350826743350112,0.8041237113402064,1.0,0.029296875,0.3125,0.0,0.1696881798404641,0.0,08:16 AM,04:02 PM,2024,11
Lebanon,Beirut,0.5605384836396924,0.20151054898441675,0.4512195121951237,Partly cloudy,0.04430379746835443,0.4339622641509422,0.006110711718188356,0.5567010309278352,0.75,0.48046875,0.25,0.14375,0.05148658448150835,0.19999999999999996,06:15 AM,04:32 PM,2024,11
Thailand,Nan,0.3084921923547217,0.5851044261600474,0.6382113821138162,Partly cloudy,0.0,0.34905660377358494,0.0003594536304816679,0.5051546391752578,0.25,0.67578125,0.3125,0.20625,0.026105873821609872,0.19999999999999996,06:27 AM,05:38 PM,2024,11
Lithuania,Vilnius,0.9081808219910331,0.141609265922793,0.14634146341463605,Light rain,0.10573343261355175,0.07547169811320664,0.008267433501078362,0.927835051546392,1.0,0.0546875,0.28125,0.0,0.15119651921682378,0.0,08:00 AM,04:09 PM,2024,11
Malaysia,Kuala Lumpur,0.047625968021060935,0.5904916042413376,0.5711382113821095,Light rain shower,0.0,0.3018867924528301,0.047807332854061836,0.7835051546391755,0.8300000000000001,0.6328125,0.3125,0.25625,0.0014503263234227695,0.39999999999999997,07:00 AM,06:58 PM,2024,11
Maldives,Dhidhdhoo,0.10970961038613936,0.4224177598812434,0.5101626016260212,Patchy rain nearby,0.06180193596425912,0.33018867924528195,0.0017972681524083397,0.8762886597938147,1.0,0.541015625,0.3125,0.1125,0.0833937635968093,0.0,06:00 AM,05:47 PM,2024,11
Malta,Valletta,0.594411703783885,0.07812906778371129,0.44918699186991873,Partly cloudy,0.05621742367833209,0.38679245283018737,0.0,0.77319587628866,0.25,0.48046875,0.3125,0.05,0.07251631617113853,0.19999999999999996,06:43 AM,04:51 PM,2024,11
Marshall Islands,Majuro,0.11332945790820588,1.0,0.5691056910569117,Overcast,0.06552494415487714,0.33018867924528195,0.02228612508986341,0.8350515463917528,1.0,0.619140625,0.75,0.0,0.09100797679477884,0.0,06:26 AM,06:13 PM,2024,11
Micronesia,Palikir,0.1102675379691436,0.922231762077957,0.5304878048780495,Overcast,0.04020848845867461,0.32075471698113134,0.0003594536304816679,0.9381443298969074,1.0,0.548828125,0.75,0.0,0.05728788977519943,0.0,06:19 AM,06:07 PM,2024,11
Iran,Chi Chi Khvar,0.6004720668711289,0.26662623491669474,0.1829268292682933,Patchy rain nearby,0.029411764705882353,0.415094339622641,0.0003594536304816679,0.39175257731958774,0.75,0.138671875,0.3125,0.18125,0.056562726613488046,0.19999999999999996,07:06 AM,05:13 PM,2024,11
Monaco,Monaco,0.7252674377426317,0.03641619550161521,0.34959349593496114,Partly cloudy,0.12323157110945646,0.2264150943396217,0.0,0.5360824742268042,0.75,0.3359375,0.3125,0.0125,0.15917331399564905,0.0,07:32 AM,05:00 PM,2024,11
Montenegro,Podgorica,0.703681987959455,0.1060369656676851,0.27032520325202825,Light rain,0.022710349962769917,0.3018867924528301,0.0035945363048166794,1.0,1.0,0.24609375,0.21875,0.01875,0.0297316896301668,0.0,06:40 AM,04:16 PM,2024,11
Myanmar,Yangon,0.2750833550490776,0.5579740167239352,0.6768292682926784,Partly cloudy,0.016008935219657485,0.33018867924528195,0.0,0.577319587628866,0.25,0.748046875,0.25,0.13125,0.024655547498187096,0.19999999999999996,06:12 AM,05:30 PM,2024,11
