country,location_name,latitude,longitude,last_updated,temperature_celsius,humidity,precip_mm,wind_kph,condition_text,uv_index,year,month,month_name
Swaziland,Mbabane,-26.32,31.13,2024-06-21 15:30:00,20.2,41,0.0,11.5,Sunny,7.0,2024,6,June
Fiji Islands,Suva,-18.13,178.42,2024-06-22 01:30:00,23.1,73,0.0,11.2,Partly cloudy,1.0,2024,6,June
Finland,Helsinki,60.18,24.93,2024-06-21 16:30:00,21.1,33,0.0,22.0,Sunny,5.0,2024,6,June
France,Paris,48.87,2.33,2024-06-21 15:30:00,21.0,69,0.84,9.0,Moderate rain,4.0,2024,6,June
Gabon,Libreville,0.38,9.45,2024-06-21 14:30:00,27.1,79,0.0,6.8,Partly cloudy,7.0,2024,6,June
Gambia,Banjul,13.45,-16.58,2024-06-21 13:30:00,32.1,59,0.0,9.0,Sunny,7.0,2024,6,June
Germany,Berlin,52.52,13.4,2024-06-21 15:30:00,27.1,58,0.63,6.1,Moderate or heavy rain with thunder,5.0,2024,6,June
Ghana,Accra,5.55,-0.22,2024-06-21 13:30:00,29.0,70,0.02,28.1,Partly cloudy,6.0,2024,6,June
Greece,Athens,37.98,23.72,2024-06-21 16:30:00,36.1,24,0.0,24.1,Sunny,8.0,2024,6,June
Grenada,Saint George's,12.05,-61.75,2024-06-21 09:30:00,30.2,70,0.0,31.0,Partly cloudy,7.0,2024,6,June
Guatemala,Guatemala City,14.62,-90.53,2024-06-21 07:30:00,17.4,94,0.13,11.2,Light rain,4.0,2024,6,June
Guinea,Conakry,9.51,-13.71,2024-06-21 13:30:00,31.2,66,0.15,6.8,Partly cloudy,6.0,2024,6,June
Guinea-Bissau,Bissau,11.85,-15.58,2024-06-21 13:30:00,33.2,59,0.0,6.8,Partly cloudy,7.0,2024,6,June
Guyana,Georgetown,6.8,-58.17,2024-06-21 09:30:00,29.3,79,0.59,6.8,Partly cloudy,5.0,2024,6,June
Haiti,Port-Au-Prince,18.54,-72.34,2024-06-21 09:30:00,31.4,66,0.0,28.1,Partly cloudy,7.0,2024,6,June
Vatican City,Vatican City,41.9,12.45,2024-06-21 15:30:00,36.3,22,0.37,15.1,Sunny,7.0,2024,6,June
Honduras,Tegucigalpa,14.1,-87.22,2024-06-21 07:30:00,20.3,94,0.5,6.1,Light rain,4.0,2024,6,June
Hungary,Budapest,47.5,19.08,2024-06-21 15:30:00,32.2,41,0.0,13.0,Sunny,8.0,2024,6,June
Iceland,Vestmannaeyjar,63.37,-20.21,2024-06-21 13:30:00,9.0,87,0.01,33.1,Overcast,2.0,2024,6,June
India,New Delhi,28.6,77.2,2024-06-21 19:00:00,31.1,63,0.0,6.8,Mist,1.0,2024,6,June
Indonesia,Jakarta,-6.21,106.85,2024-06-21 20:30:00,27.2,79,0.04,6.8,Partly cloudy,1.0,2024,6,June
Iran,Tehran,35.73,51.33,2024-06-21 17:00:00,35.4,10,0.0,22.0,Partly cloudy,8.0,2024,6,June
Iraq,Baghdad,33.34,44.39,2024-06-21 16:30:00,48.4,8,0.0,16.9,Sunny,11.0,2024,6,June
Ireland,Dublin,53.33,-6.25,2024-06-21 14:30:00,17.2,68,0.14,25.9,Partly cloudy,3.0,2024,6,June
Israel,Jerusalem,31.78,35.23,2024-06-21 16:30:00,32.0,43,0.0,19.1,Sunny,7.0,2024,6,June
Italy,Rome,41.9,12.48,2024-06-21 15:30:00,36.3,22,0.37,15.1,Sunny,7.0,2024,6,June
Jamaica,Port Royal,17.93,-76.85,2024-06-21 08:30:00,31.2,63,0.0,29.9,Sunny,7.0,2024,6,June
Japan,Tokyo,35.69,139.69,2024-06-21 22:30:00,21.1,78,0.0,19.1,Partly cloudy,1.0,2024,6,June
Jordan,Amman,31.95,35.93,2024-06-21 16:30:00,34.2,16,0.0,19.1,Sunny,8.0,2024,6,June
Kazakhstan,Astana,51.18,71.43,2024-06-21 18:30:00,26.2,45,0.0,19.1,Partly cloudy,6.0,2024,6,June
Kenya,Nairobi,-1.28,36.82,2024-06-21 16:30:00,22.1,50,0.0,22.0,Partly cloudy,6.0,2024,6,June
Kiribati,Tarawa,-0.88,169.53,2024-06-22 01:30:00,28.7,71,0.0,10.1,Cloudy,1.0,2024,6,June
Kuwait,Kuwait City,29.37,47.96,2024-06-21 16:30:00,47.2,11,0.0,3.6,Sunny,10.0,2024,6,June
Kyrghyzstan,Bishkek,42.87,74.6,2024-06-21 19:30:00,25.4,44,0.38,18.7,Patchy light drizzle,6.0,2024,6,June
Indonesia,Laos,-8.18,114.32,2024-06-21 20:30:00,18.1,87,0.0,3.6,Clear,1.0,2024,6,June
Latvia,Riga,56.95,24.1,2024-06-21 16:30:00,22.3,50,0.0,6.8,Sunny,5.0,2024,6,June
Lebanon,Beirut,33.87,35.51,2024-06-21 16:30:00,29.3,66,0.0,9.0,Partly cloudy,7.0,2024,6,June
Lesotho,Maseru,-29.32,27.48,2024-06-21 15:30:00,17.6,34,0.0,17.6,Sunny,6.0,2024,6,June
Thailand,Nan,18.78,100.78,2024-06-21 20:30:00,30.2,84,0.0,3.6,Partly cloudy,1.0,2024,6,June
Liechtenstein,Vaduz,47.13,9.52,2024-06-21 15:30:00,18.1,94,0.58,6.8,Partly cloudy,4.0,2024,6,June
Lithuania,Vilnius,54.68,25.32,2024-06-21 16:30:00,22.1,38,0.0,20.2,Sunny,6.0,2024,6,June
Luxembourg,Luxembourg,49.61,6.13,2024-06-21 15:30:00,20.1,78,0.75,25.9,Partly cloudy,4.0,2024,6,June
Madagascar,Antananarivo,-18.92,47.52,2024-06-21 16:45:00,19.1,60,0.0,20.2,Partly cloudy,6.0,2024,6,June
Malawi,Lilongwe,-13.98,33.78,2024-06-21 15:45:00,24.3,41,0.0,15.1,Partly cloudy,7.0,2024,6,June
Malaysia,Kuala Lumpur,3.17,101.7,2024-06-21 21:45:00,28.3,74,0.19,3.6,Partly cloudy,1.0,2024,6,June
Maldives,Dhidhdhoo,6.88,73.1,2024-06-21 18:45:00,28.8,81,0.22,30.6,Light rain shower,6.0,2024,6,June
Mali,Bamako,12.65,-8.0,2024-06-21 13:45:00,35.3,47,0.0,9.0,Partly cloudy,9.0,2024,6,June
Malta,Valletta,35.9,14.51,2024-06-21 15:30:00,35.2,28,0.0,15.1,Sunny,7.0,2024,6,June
Marshall Islands,Majuro,7.1,171.38,2024-06-22 01:45:00,26.1,89,1.7,6.8,Light rain,1.0,2024,6,June
Mauritania,Nouakchott,18.09,-15.98,2024-06-21 13:45:00,33.9,28,0.0,19.4,Sunny,8.0,2024,6,June
Mauritius,Port Louis,-20.16,57.5,2024-06-21 17:45:00,23.3,73,0.06,13.0,Partly cloudy,6.0,2024,6,June
Mexico,Mexico City,19.43,-99.13,2024-06-21 07:45:00,17.0,72,0.97,22.0,Light rain,4.0,2024,6,June
Micronesia,Palikir,6.92,158.15,2024-06-22 00:45:00,26.2,94,0.0,3.6,Overcast,1.0,2024,6,June
Iran,Chi Chi Khvar,36.26,46.59,2024-06-21 17:15:00,29.6,19,0.0,9.0,Partly Cloudy,7.0,2024,6,June
Monaco,Monaco,43.73,7.42,2024-06-21 15:30:00,25.1,79,0.13,24.1,Partly cloudy,5.0,2024,6,June
Mongolia,Ulaanbaatar,47.92,106.92,2024-06-21 21:45:00,5.3,81,0.25,31.0,Light rain,1.0,2024,6,June
Montenegro,Podgorica,42.44,19.26,2024-06-21 15:45:00,38.2,27,0.0,13.0,Sunny,8.0,2024,6,June
Morocco,Rabat,34.03,-6.84,2024-06-21 14:45:00,24.3,57,0.0,25.9,Sunny,6.0,2024,6,June
Mozambique,Maputo,-25.97,32.59,2024-06-21 15:45:00,24.1,65,0.0,11.2,Partly cloudy,7.0,2024,6,June
Myanmar,Yangon,16.78,96.17,2024-06-21 20:15:00,27.1,89,0.0,9.0,Overcast,1.0,2024,6,June
Turkey,Yaren,39.55,27.62,2024-06-21 16:45:00,33.3,39,0.0,50.0,Sunny,8.0,2024,6,June
Nepal,Kathmandu,27.72,85.32,2024-06-21 19:30:00,26.1,74,0.25,9.0,Partly cloudy,1.0,2024,6,June
Netherlands,Amsterdam,52.37,4.89,2024-06-21 15:30:00,17.2,88,0.08,13.0,Light rain,4.0,2024,6,June
New Zealand,Wellington,-41.3,174.78,2024-06-22 01:45:00,6.3,87,0.0,6.1,Clear,1.0,2024,6,June
Nicaragua,Managua,12.15,-86.27,2024-06-21 07:45:00,25.2,94,0.18,3.6,Partly cloudy,5.0,2024,6,June
Niger,Niamey,13.52,2.12,2024-06-21 14:45:00,32.3,38,0.0,19.1,Sunny,9.0,2024,6,June
Nigeria,Abuja,9.18,7.18,2024-06-21 14:45:00,29.2,62,0.0,13.0,Partly cloudy,7.0,2024,6,June
North Korea,Pyongyang,39.02,125.75,2024-06-21 22:45:00,23.9,57,0.0,3.6,Clear,1.0,2024,6,June
Macedonia,Skopje,42.0,21.43,2024-06-21 15:45:00,39.1,24,0.0,6.8,Sunny,9.0,2024,6,June
Norway,Oslo,59.92,10.75,2024-06-21 15:45:00,13.2,88,0.0,59.0,Sunny,6.0,2024,6,June
Oman,Muscat,23.61,58.59,2024-06-21 17:45:00,37.2,60,0.0,11.2,Sunny,9.0,2024,6,June
Pakistan,Islamabad,33.7,73.17,2024-06-21 18:45:00,29.7,40,1.51,19.1,Patchy rain nearby,6.0,2024,6,June
Palau,Koror,7.33,134.48,2024-06-21 22:45:00,26.3,89,0.0,6.1,Partly cloudy,1.0,2024,6,June
Bolivia,National,-11.18,-67.08,2024-06-21 09:45:00,28.7,55,0.0,3.6,Sunny,8.0,2024,6,June
Panama,Panama City,8.97,-79.53,2024-06-21 08:45:00,27.0,89,0.01,6.1,Partly cloudy,6.0,2024,6,June
Papua New Guinea,Port Moresby,-9.46,147.19,2024-06-21 23:45:00,26.2,84,0.08,19.1,Partly cloudy,1.0,2024,6,June
Paraguay,Aurora,-23.43,-61.33,2024-06-21 10:45:00,28.3,49,0.0,22.0,Sunny,8.0,2024,6,June
Peru,Lima,-12.05,-77.05,2024-06-21 08:45:00,16.6,86,0.0,7.9,Partly Cloudy,6.0,2024,6,June
Philippines,Manila,14.6,120.98,2024-06-21 21:45:00,28.2,89,0.31,6.8,Partly cloudy,1.0,2024,6,June
Poland,Warsaw,52.25,21.0,2024-06-21 15:45:00,27.2,39,0.0,3.6,Sunny,7.0,2024,6,June
Portugal,Lisbon,38.72,-9.13,2024-06-21 14:45:00,24.4,54,0.0,20.2,Partly cloudy,6.0,2024,6,June
Qatar,Doha,25.29,51.53,2024-06-21 16:45:00,39.3,38,0.0,13.0,Sunny,9.0,2024,6,June
Romania,Bucharest,44.43,26.1,2024-06-21 16:45:00,31.3,36,0.0,3.6,Sunny,8.0,2024,6,June
Russia,Moscow,55.75,37.62,2024-06-21 16:45:00,21.2,43,0.0,22.0,Sunny,5.0,2024,6,June
Rwanda,Kigali,-1.95,30.06,2024-06-21 15:45:00,25.0,44,0.02,11.2,Partly cloudy,6.0,2024,6,June
Saint Kitts And Nevis,Basseterre,17.3,-62.72,2024-06-21 09:45:00,29.4,84,0.21,20.2,Partly cloudy,6.0,2024,6,June
Saint Lucia,Castries,14.0,-61.0,2024-06-21 09:45:00,30.0,75,0.03,16.9,Partly cloudy,6.0,2024,6,June
Saint Vincent And The Grenadines,Kingstown,13.13,-61.22,2024-06-21 09:45:00,30.3,70,0.0,33.1,Partly cloudy,7.0,2024,6,June
Samoa,Apia,-13.83,-171.73,2024-06-22 02:45:00,25.2,94,0.03,6.1,Partly cloudy,1.0,2024,6,June
San Marino,San Marino,43.93,12.45,2024-06-21 15:45:00,27.3,74,0.0,16.9,Partly cloudy,7.0,2024,6,June
Belgium,'S Gravenjansdijk,51.25,3.63,2024-06-21 15:45:00,16.4,94,0.81,9.0,Moderate or heavy rain shower,4.0,2024,6,June
Saudi Arabia,Riyadh,24.64,46.77,2024-06-21 16:45:00,45.3,4,0.0,31.0,Sunny,10.0,2024,6,June
Senegal,Dakar,14.67,-17.44,2024-06-21 13:45:00,28.1,74,0.0,19.1,Partly cloudy,7.0,2024,6,June
Serbia,Belgrade,44.8,20.47,2024-06-21 15:45:00,35.3,42,0.0,13.0,Sunny,9.0,2024,6,June
Seychelles Islands,Victoria,-4.62,55.45,2024-06-21 17:45:00,29.0,75,0.0,22.0,Partly cloudy,8.0,2024,6,June
Singapore,Singapore,1.29,103.86,2024-06-21 21:45:00,29.2,75,0.55,15.1,Partly cloudy,1.0,2024,6,June
Slovakia,Bratislava,48.15,17.12,2024-06-21 15:45:00,31.3,59,0.0,15.1,Sunny,8.0,2024,6,June
Slovenia,Ljubljana,46.06,14.51,2024-06-21 15:45:00,28.3,70,0.0,6.8,Partly cloudy,8.0,2024,6,June
Solomon Islands,Honiara,-9.43,159.95,2024-06-22 00:45:00,25.0,94,0.0,3.6,Partly cloudy,1.0,2024,6,June
Somalia,Mogadishu,2.07,45.37,2024-06-21 16:45:00,29.2,75,0.01,29.9,Partly cloudy,6.0,2024,6,June
South Africa,Pretoria,-25.75,28.19,2024-06-21 15:45:00,19.3,30,0.0,11.2,Sunny,6.0,2024,6,June
South Korea,Seoul,37.57,127.0,2024-06-21 22:45:00,24.2,78,0.0,9.0,Clear,1.0,2024,6,June
Sudan,Juba,12.15,24.45,2024-06-21 15:45:00,34.6,30,0.0,7.2,Sunny,8.0,2024,6,June
Spain,Madrid,40.4,-3.68,2024-06-21 15:45:00,25.1,34,0.0,9.0,Partly cloudy,7.0,2024,6,June
Sri Lanka,Colombo,6.93,79.85,2024-06-21 19:15:00,29.3,79,0.99,16.9,Partly cloudy,1.0,2024,6,June
Sudan,Khartoum,15.59,32.53,2024-06-21 15:45:00,40.2,21,0.0,18.7,Thundery outbreaks in nearby,9.0,2024,6,June
Sweden,Stockholm,59.33,18.05,2024-06-21 15:45:00,21.2,49,0.0,16.9,Sunny,5.0,2024,6,June
Switzerland,Bern,46.92,7.47,2024-06-21 15:45:00,18.0,94,6.99,9.0,Moderate or heavy rain with thunder,4.0,2024,6,June
Syria,Damascus,33.5,36.3,2024-06-21 16:45:00,39.1,10,0.0,33.1,Sunny,9.0,2024,6,June
Tajikistan,Dushanbe,38.56,68.77,2024-06-21 18:45:00,28.4,48,0.01,19.1,Patchy light rain with thunder,5.0,2024,6,June
Tanzania,Dodoma,-6.18,35.75,2024-06-21 16:45:00,24.3,50,0.0,28.1,Partly cloudy,8.0,2024,6,June
Thailand,Bangkok,13.75,100.52,2024-06-21 20:45:00,30.3,75,0.04,13.0,Partly cloudy,1.0,2024,6,June
Timor-Leste,Dili,-8.56,125.57,2024-06-21 22:45:00,23.8,74,0.0,10.8,Clear,1.0,2024,6,June
Russia,Lom,59.13,44.3,2024-06-21 16:45:00,17.3,62,0.01,16.2,Patchy rain nearby,4.0,2024,6,June
Tonga,Nuku`Aloia,-21.13,-175.2,2024-06-22 02:45:00,22.1,69,0.01,9.0,Partly cloudy,1.0,2024,6,June
Trinidad And Tobago,Port Of Spain,10.65,-61.52,2024-06-21 09:45:00,30.4,75,0.0,19.1,Partly cloudy,7.0,2024,6,June
Tunisia,Tunis,36.8,10.18,2024-06-21 14:45:00,32.4,41,0.0,25.9,Sunny,8.0,2024,6,June
Turkey,Ankara,39.93,32.86,2024-06-21 16:45:00,32.2,26,0.0,20.2,Partly cloudy,7.0,2024,6,June
Turkmenistan,Ashgabat,37.95,58.38,2024-06-21 18:45:00,34.1,30,0.1,25.9,Partly cloudy,7.0,2024,6,June
Tuvalu,Funafuti,-8.52,179.22,2024-06-22 01:45:00,28.0,94,0.01,11.2,Overcast,1.0,2024,6,June
Uganda,Kampala,0.32,32.57,2024-06-21 16:45:00,26.0,65,0.0,25.9,Partly cloudy,7.0,2024,6,June
Ukraine,Kyiv,50.43,30.52,2024-06-21 16:45:00,24.4,44,0.0,16.9,Partly Cloudy,6.0,2024,6,June
United Arab Emirates,Abu Dhabi,24.47,54.37,2024-06-21 17:45:00,37.1,57,0.0,20.2,Sunny,8.0,2024,6,June
United Kingdom,London,51.52,-0.11,2024-06-21 14:45:00,24.0,41,0.0,20.2,Sunny,5.0,2024,6,June
United States Of America,Washington Harbor,48.08,-123.04,2024-06-21 06:45:00,13.1,91,0.0,6.8,Sunny,3.0,2024,6,June
Uruguay,Montevideo,-34.86,-56.17,2024-06-21 10:45:00,15.1,94,0.0,25.9,Overcast,4.0,2024,6,June
Uzbekistan,Tashkent,41.32,69.25,2024-06-21 18:45:00,35.2,22,0.02,11.2,Partly cloudy,8.0,2024,6,June
Vanuatu,Port Vila,-17.73,168.32,2024-06-22 00:45:00,23.3,89,0.04,9.0,Partly cloudy,1.0,2024,6,June
Venezuela,Caracas,10.5,-66.92,2024-06-21 09:45:00,23.7,79,0.3,11.2,Light rain,5.0,2024,6,June
Vietnam,Hanoi,21.03,105.85,2024-06-21 20:45:00,30.0,89,0.0,13.0,Partly cloudy,1.0,2024,6,June
Yemen,Sanaa,15.35,44.21,2024-06-21 16:45:00,26.6,29,0.04,3.6,Patchy rain nearby,6.0,2024,6,June
Zambia,Lusaka,-15.42,28.28,2024-06-21 15:45:00,25.0,30,0.0,15.1,Sunny,8.0,2024,6,June
Zimbabwe,Harare,-17.82,31.04,2024-06-21 15:45:00,23.7,20,0.0,11.2,Sunny,7.0,2024,6,June
Afghanistan,Kabul,34.52,69.18,2024-06-22 18:15:00,25.9,27,0.0,16.2,Partly Cloudy,7.0,2024,6,June
Albania,Tirana,41.33,19.82,2024-06-22 15:45:00,35.2,44,0.0,16.9,Sunny,8.0,2024,6,June
Algeria,Algiers,36.76,3.05,2024-06-22 14:45:00,28.2,40,0.0,20.2,Sunny,7.0,2024,6,June
Andorra,Andorra La Vella,42.5,1.52,2024-06-22 15:45:00,17.6,54,0.05,9.0,Patchy rain nearby,4.0,2024,6,June
Angola,Luanda,-8.84,13.23,2024-06-22 14:45:00,26.0,70,0.0,15.1,Partly cloudy,7.0,2024,6,June
Antigua And Barbuda,Saint John's,17.12,-61.85,2024-06-22 09:45:00,30.4,70,0.05,19.1,Partly cloudy,1.0,2024,6,June
Argentina,Buenos Aires,-34.59,-58.67,2024-06-22 10:45:00,18.3,94,0.07,9.0,Mist,5.0,2024,6,June
Armenia,Yerevan,40.18,44.51,2024-06-22 17:45:00,32.3,16,0.0,11.2,Partly cloudy,8.0,2024,6,June
Australia,Canberra,-35.28,149.22,2024-06-22 23:45:00,-0.6,100,0.0,3.6,Clear,1.0,2024,6,June
Austria,Vienna,48.2,16.37,2024-06-22 15:45:00,25.3,51,0.0,25.9,Partly cloudy,7.0,2024,6,June
Azerbaijan,Baku,40.4,49.88,2024-06-22 17:45:00,28.3,45,0.0,19.1,Partly cloudy,7.0,2024,6,June
Bahamas,Nassau,25.08,-77.35,2024-06-22 09:45:00,30.4,70,0.0,20.2,Partly cloudy,7.0,2024,6,June
Bahrain,Manama,26.24,50.58,2024-06-22 16:45:00,39.4,43,0.0,19.1,Sunny,9.0,2024,6,June
Bangladesh,Dhaka,23.72,90.41,2024-06-22 19:45:00,30.6,72,0.22,13.7,Light rain shower,1.0,2024,6,June
Barbados,Bridgetown,13.1,-59.62,2024-06-22 09:45:00,30.0,84,0.2,28.1,Partly cloudy,1.0,2024,6,June
Belarus,Minsk,53.9,27.57,2024-06-22 16:45:00,22.2,53,0.0,11.2,Sunny,6.0,2024,6,June
Belgium,Brussels,50.83,4.33,2024-06-22 15:45:00,18.1,68,0.0,9.0,Partly cloudy,3.0,2024,6,June
Belize,Belmopan,17.25,-88.77,2024-06-22 07:45:00,30.3,94,0.0,6.8,Partly cloudy,5.0,2024,6,June
Benin,Porto-Novo,6.48,2.62,2024-06-22 14:45:00,30.3,75,0.07,22.0,Partly cloudy,6.0,2024,6,June
Bhutan,Thimphu,27.48,89.6,2024-06-22 19:45:00,13.8,94,0.55,3.6,Patchy rain nearby,1.0,2024,6,June
Bolivia,Sucre,-19.04,-65.26,2024-06-22 09:45:00,14.6,20,0.0,7.9,Sunny,5.0,2024,6,June
Bosnia And Herzegovina,Sarajevo,43.85,18.38,2024-06-22 15:45:00,35.4,28,0.0,16.9,Sunny,8.0,2024,6,June
Botswana,Gaborone,-24.65,25.91,2024-06-22 15:45:00,23.3,33,0.0,11.2,Sunny,7.0,2024,6,June
Brazil,Bras,-2.08,-58.17,2024-06-22 09:45:00,30.5,58,0.0,5.8,Sunny,9.0,2024,6,June
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,2024-06-22 21:45:00,26.1,100,2.02,6.8,Light rain,1.0,2024,6,June
Bulgaria,Sofia,42.68,23.32,2024-06-22 16:45:00,34.0,26,0.0,15.1,Sunny,8.0,2024,6,June
Burkina Faso,Ouagadougou,12.37,-1.52,2024-06-22 13:45:00,34.0,60,0.0,11.2,Sunny,9.0,2024,6,June
Burundi,Bujumbura,-3.38,29.36,2024-06-22 15:45:00,30.3,40,0.0,22.0,Partly cloudy,7.0,2024,6,June
Madagascar,Ivory,-24.37,46.45,2024-06-22 16:45:00,24.4,44,0.0,14.8,Partly Cloudy,7.0,2024,6,June
Cape Verde,Praia,14.93,-23.51,2024-06-22 12:45:00,28.3,58,0.0,31.0,Partly cloudy,6.0,2024,6,June
Cambodia,Phnom Penh,11.55,104.92,2024-06-22 20:45:00,28.4,84,0.02,16.9,Partly cloudy,1.0,2024,6,June
Cameroon,Ngaoundere,7.32,13.58,2024-06-22 14:45:00,27.2,58,0.57,4.3,Patchy rain nearby,6.0,2024,6,June
Canada,Ottawa,45.42,-75.7,2024-06-22 09:45:00,19.1,83,0.0,11.2,Light rain,4.0,2024,6,June
Central African Republic,Bangui,4.37,18.58,2024-06-22 14:45:00,34.3,56,0.01,11.2,Partly cloudy,8.0,2024,6,June
Chad,N'djamena,12.11,15.05,2024-06-22 14:45:00,40.1,36,0.0,16.9,Partly cloudy,9.0,2024,6,June
Chile,Santiago,-33.45,-70.67,2024-06-22 09:45:00,8.2,87,0.29,16.9,Overcast,3.0,2024,6,June
Bulgaria,Bogot,43.32,24.7,2024-06-22 16:45:00,34.5,31,0.0,17.6,Sunny,8.0,2024,6,June
Comoros,Moroni,-11.7,43.24,2024-06-22 16:45:00,25.1,74,0.02,29.9,Patchy rain nearby,7.0,2024,6,June
Congo,Brazzaville,-4.26,15.28,2024-06-22 14:45:00,29.1,62,0.0,9.0,Partly cloudy,10.0,2024,6,June
Costa Rica,San Ignacio,9.8,-84.17,2024-06-22 07:45:00,22.1,73,0.0,3.6,Sunny,5.0,2024,6,June
Croatia,Zagreb,45.8,16.0,2024-06-22 15:45:00,27.1,51,0.09,31.0,Partly cloudy,6.0,2024,6,June
Cuba,Havana,23.13,-82.36,2024-06-22 09:45:00,26.1,94,0.35,6.8,Partly cloudy,6.0,2024,6,June
Cyprus,Nicosia,35.17,33.37,2024-06-22 16:45:00,33.2,41,0.0,25.9,Partly cloudy,8.0,2024,6,June
Czech Republic,Prague,50.08,14.47,2024-06-22 15:45:00,22.1,46,0.0,19.1,Sunny,6.0,2024,6,June
Democratic Republic Of Congo,Kinshasa,-4.3,15.3,2024-06-22 14:45:00,29.1,62,0.0,9.0,Partly cloudy,10.0,2024,6,June
Denmark,Copenhagen,55.67,12.58,2024-06-22 15:45:00,17.3,88,0.22,28.1,Overcast,3.0,2024,6,June
Djibouti,Djibouti,11.6,43.15,2024-06-22 16:45:00,36.6,46,0.0,18.7,Sunny,9.0,2024,6,June
Dominica,Roseau,15.3,-61.4,2024-06-22 09:45:00,33.0,56,0.07,4.0,Partly cloudy,6.0,2024,6,June
Dominican Republic,Santo Domingo,18.47,-69.9,2024-06-22 09:45:00,27.1,89,0.0,6.8,Partly cloudy,7.0,2024,6,June
Ecuador,Quito,-0.22,-78.5,2024-06-22 08:45:00,12.8,62,0.0,4.7,Sunny,5.0,2024,6,June
Egypt,Cairo,30.05,31.25,2024-06-22 16:45:00,36.4,27,0.0,19.1,Sunny,9.0,2024,6,June
El Salvador,San Salvador,13.71,-89.2,2024-06-22 07:45:00,26.3,89,1.23,11.2,Partly cloudy,5.0,2024,6,June
Equatorial Guinea,Malabo,3.75,8.78,2024-06-22 14:45:00,30.0,79,0.24,3.6,Partly cloudy,6.0,2024,6,June
Eritrea,Asmara,15.33,38.93,2024-06-22 16:45:00,25.8,38,0.2,14.4,Patchy light rain in area with thunder,6.0,2024,6,June
Estonia,Tallinn,59.43,24.73,2024-06-22 16:45:00,20.1,43,0.0,13.0,Sunny,5.0,2024,6,June
Swaziland,Mbabane,-26.32,31.13,2024-06-22 15:45:00,22.4,19,0.0,14.8,Sunny,7.0,2024,6,June
Ethiopia,Addis Ababa,9.03,38.7,2024-06-22 16:45:00,16.1,88,0.67,15.1,Moderate or heavy rain with thunder,4.0,2024,6,June
Fiji Islands,Suva,-18.13,178.42,2024-06-23 01:45:00,23.3,78,0.01,15.1,Partly cloudy,1.0,2024,6,June
Finland,Helsinki,60.18,24.93,2024-06-22 16:45:00,21.2,40,0.0,20.2,Sunny,5.0,2024,6,June
France,Paris,48.87,2.33,2024-06-22 15:45:00,21.3,64,0.29,20.2,Light rain,4.0,2024,6,June
Gabon,Libreville,0.38,9.45,2024-06-22 14:45:00,28.2,66,0.0,11.2,Partly cloudy,7.0,2024,6,June
Gambia,Banjul,13.45,-16.58,2024-06-22 13:45:00,33.4,56,0.0,19.1,Partly cloudy,7.0,2024,6,June
Georgia,Tbilisi,41.73,44.79,2024-06-22 17:45:00,29.3,27,0.0,31.0,Sunny,7.0,2024,6,June
Germany,Berlin,52.52,13.4,2024-06-22 15:45:00,23.4,50,0.01,31.0,Partly cloudy,5.0,2024,6,June
Ghana,Accra,5.55,-0.22,2024-06-22 13:45:00,31.1,66,0.77,16.9,Partly cloudy,6.0,2024,6,June
Greece,Athens,37.98,23.72,2024-06-22 16:45:00,35.0,27,0.0,19.1,Sunny,8.0,2024,6,June
Grenada,Saint George's,12.05,-61.75,2024-06-22 09:45:00,27.1,89,0.28,3.6,Partly cloudy,6.0,2024,6,June
Guatemala,Guatemala City,14.62,-90.53,2024-06-22 07:45:00,17.1,98,0.04,15.1,Mist,4.0,2024,6,June
Guinea,Conakry,9.51,-13.71,2024-06-22 13:45:00,26.3,89,0.05,11.2,Partly cloudy,6.0,2024,6,June
Guinea-Bissau,Bissau,11.85,-15.58,2024-06-22 13:45:00,27.3,74,0.0,6.8,Partly cloudy,7.0,2024,6,June
Guyana,Georgetown,6.8,-58.17,2024-06-22 09:45:00,27.0,89,1.39,3.6,Partly cloudy,6.0,2024,6,June
Haiti,Port-Au-Prince,18.54,-72.34,2024-06-22 09:45:00,31.1,63,0.0,19.1,Partly cloudy,7.0,2024,6,June
Vatican City,Vatican City,41.9,12.45,2024-06-22 15:45:00,30.2,38,0.0,22.0,Sunny,7.0,2024,6,June
Honduras,Tegucigalpa,14.1,-87.22,2024-06-22 07:45:00,20.2,88,0.0,3.6,Partly cloudy,5.0,2024,6,June
Hungary,Budapest,47.5,19.08,2024-06-22 15:45:00,26.3,65,0.0,20.2,Moderate rain,7.0,2024,6,June
Iceland,Vestmannaeyjar,63.37,-20.21,2024-06-22 13:45:00,8.0,100,0.36,31.0,Moderate rain,2.0,2024,6,June
India,New Delhi,28.6,77.2,2024-06-22 19:15:00,34.4,53,0.0,19.1,Mist,1.0,2024,6,June
Indonesia,Jakarta,-6.21,106.85,2024-06-22 20:45:00,27.1,79,0.0,15.1,Partly cloudy,1.0,2024,6,June
Iran,Tehran,35.73,51.33,2024-06-22 17:15:00,32.8,15,0.0,11.9,Sunny,8.0,2024,6,June
Iraq,Baghdad,33.34,44.39,2024-06-22 16:45:00,49.1,8,0.0,11.2,Partly cloudy,11.0,2024,6,June
Ireland,Dublin,53.33,-6.25,2024-06-22 14:45:00,18.4,60,0.0,13.0,Partly cloudy,4.0,2024,6,June
